input,target,output,MA,SP,G,model
"Make another self of thee, I do entreat, for love of me and all the tender affection I bear thee.","Make thee another self for love of me,",if spend miles speed fame seem feeding recount sing discourse unless reduce fruitless delicate outlive respite bent clay frozen page humble begone shineth both inexorable truant dressingsmere kings betrayal essays,0.8,0.3058,0.0941,GRU Attention
"By toil the one is bound, yet the other chooseth but to complain.","The one by toil, the other to complain",if spend miles speed fame seem transformed responsibility muse cheated craft surely utterance anguished whole parted dispositions contend linger on delight oft can strumpeted leisure wholly forcefully much beheld passing,1.0,0.1915,0.104,GRU Attention
"Gentle thief, I do hereby forgive thee of thy robbery, for thy noble bearing doth move me to show thee mercy and grace.","I do forgive thy robbery, gentle thief,",if spend miles speed urgency falsehood credence grasp persist mysteries cease creation desires alteration shelter whereby reach subject war scanted chamber tyrannical covered much beheld tells worthy to exist stand,0.7,0.2484,0.0984,GRU Attention
"And there came a friend whom I did sue, making him my debtor, yet all was done for my sake alone.",And sue a friend came debtor for my sake;,if spend miles speed fame seem transformed responsibility wrongfully labours myself brought looks join sanctuary mysteries destruction work fashion flanks various uponbe perceiving earnestly in argument parted satisfied eternal regard,1.0,0.1589,0.0932,GRU Attention
A woman coloured ill doth harbour the worser spirit within her breast.,The worser spirit a woman coloured ill.,if spend miles speed urgency falsehood defying foreign vows on stubborn destitute contempt persist begone selfwrought book linger month image solitary deceit encounter robe raiment better grand audacity friend proper,0.6,0.1377,0.1028,GRU Attention
Though to all the world I must surely die once I am gone from hence;,"Though I, once gone, to all the world must die:",if spend miles speed fame choice alteration myself shinest come fiend stately away preserving distant covered utterly restraining plainly thusthat outlive ruin linger forsooth seeketh knee gain descriptions siren lungs,0.6,0.3191,0.0964,GRU Attention
"This which Time's pencil hath drawn, or which my pupil pen doth write—which is it?","Which this, Time's pencil, or my pupil pen,",if spend miles speed fame seem transformed responsibility muse lays damasked presumptuous those bestowed solitary hate foulest union rank strumpeted put gifts selfsame kind stained transgression heal upon conjoined discovered,1.0,0.1715,0.1056,GRU Attention
"Creating of every bad thing a perfect best, thou dost transform all imperfection into excellence most pure.","Creating every bad a perfect best,",if spend miles speed knee rudely feel testify kings essays knights wholly run confessi gaining enchantment master morrowgive adjunct various chains poesy league thrice wills garnered nature slip revealed wretches,0.8,0.305,0.0944,GRU Attention
"And my heart's right, for thy inward love of heart doth shine most true.","And my heart's right, thy inward love of heart.",if spend restraining plainly pretense conjoined discovered living reduce fullness as more worldly meek known gifts selfsame separable delight divert view visit deeply up abandoned freely shoulders works his fading,0.8,0.3384,0.0987,GRU Attention
"Make sweet some vial, and treasure thou some place most dear wherein to keep it.",Make sweet some vial; treasure thou some place,if spend restraining plainly departed wills come chide robbed betray careful sorrows outbraves settled circumspect abandoned counsel rank more gifts loving yet presumptuous issued approach press fate dialhand esteem fickle,0.7,0.2456,0.1023,GRU Attention
"Of all the dearest souls that walk this earth, thou art the best, and mine only care doth rest upon thy shoulders.","Thou best of dearest, and mine only care,",if villainous reproof stern brightness desert drives astray mysteriously sharp part grave withdraw depths across me much altogether fault constant minutes remembered to step sigh flames chide import linger living,0.5,0.2744,0.1,GRU Attention
"So grounded inward is it in my heart, that it hath taken root most profoundly within.",It is so grounded inward in my heart.,woman body gently observe begone unwooed taken eye preserving passage distant unsharpened drained stoln wretches presumptuous approach rank deaf fro themselves fiery unused much mischief doom loudly beauty issued learning,0.3,0.1843,0.1008,GRU Attention
Consider the other two: the slight air and purging fire that doth cleanse all things with its ethereal flame.,"The other two, slight air, and purging fire",woman body gently observe deception truly ventures exposed thefts meek striving displayed agency destitute me disorder with chide see perambulation arrow ways grand responsibility muse cheated shadow exchange infection reigned,0.4,0.1529,0.0969,GRU Attention
"Having thee at my side, I boast of all men's pride as mine own greatest treasure and joy.","And having thee, of all men's pride I boast:",if spend miles speed fame seem feeding recount sing discourse mother defy continue bear repose assured part therefore perceiveth thusthat willing living outlive rebellion pursue great discovered lewd failed remembered,0.8,0.3209,0.0887,GRU Attention
"And having thee in my possession, of all men's pride do I boast most loudly and with great spirit.","And having thee, of all men's pride I boast:",if spend miles speed fame seem feeding recount sing discourse unless reduce covered vows on stubborn destitute with chide limping robbed great lodged trappings beand possession even earnest me begone,0.8,0.3632,0.0964,GRU Attention
"Thou, who art best among the dearest of my heart, art mine only care, and all my thoughts do turn to thee.","Thou best of dearest, and mine only care,",woman body,0.0,0.1078,0.0997,GRU Attention
"Though it doth to itself only live and die, spending all its days in solitary existence","Though to itself, it only live and die,",if spend miles speed urgency falsehood testify kings blemish fervently unworthy decree rise gauge on verily mason exchanged repose seem cheater weight stand learned peculiar to right book tresses agency,0.7,0.1131,0.1039,GRU Attention
"That thou in him dost lie, my heart doth plead with all its force and passion.","My heart doth plead that thou in him dost lie,",if spend rule bid counterpart forced were affection sometime remembered willing shelter whereby sorrows whosoever labours fro compassion descriptions your touch muse instrument proudpied dulness writ speed oaths thousand passage,0.6,0.4203,0.0973,GRU Attention
"To itself alone it doth live and die, though it may endure, for only in its own company shall it pass away","Though to itself, it only live and die,",if spend rule bid deeds hither press remembered shame perfectly shameless learning enduring taking preserving receivest grown heal forsooth thy wasted tender sanctuary more recite memory submission grand exposed shoulders,1.0,0.316,0.0941,GRU Attention
"For love of me, I pray thee make thyself another self, that thou might'st be two in spirit.","Make thee another self for love of me,",if spend miles speed seated summon courses seas learned essays dispositions tract look unrelenting chamber force fierce abandonment clock control bestir recognize transform achieving recompense otherwise argument me uncertain compound,0.4,0.1678,0.0912,GRU Attention
"And lo, the purest faith hath been unhappily forsworn, to our great woe.","And purest faith unhappily forsworn,",if spend restraining plainly departed proven mischief got gaining brim hear appear confessi securing rebellion resolved horse recognize transform achieving recompense otherwise argument me uncertain speaking displayed any wrong constancywhich,0.7,0.2882,0.0867,GRU Attention
"And yet I know it not, though thou mayst be false in thy heart and dealings.","Thou mayst be false, and yet I know it not.",if spend miles speed seated summon courses beheld give journey grand exposed doing covet cunning thefts character ruin duties man dwellsthat take void fro tumultuous instrument proudpied unused flourish approach,0.4,0.1795,0.0928,GRU Attention
"And gave eyes to blindness, to enlighten thee withal, restoring what was lost to darkness.","And, to enlighten thee, gave eyes to blindness,",woman body gently observe otherwise perplex come reproof stern argument folly perceive parted respite grown contend on stubborn divers holding corrupted scanted give journey minds very stray condition amends worn,0.2,0.2453,0.0961,GRU Attention
"Despite the wrinkles that doth mar thy countenance, this golden time of thine remaineth precious beyond measure.",Despite of wrinkles this thy golden time.,if villainous reproof stern brightness desert drives astray mysteriously discovered noise me fashion better grand audacity friend proper force mischief theerise celestial teeth flames chide import linger living morrow with,0.5,0.1752,0.1023,GRU Attention
"Say, where art thou, Muse, that thou forgetest thy poet so very long?","Where art thou Muse that thou forgetest so long,",if spend miles speed fame counterpart region apart altered destination frequent melancholy oft can shameless chains wronged turned adornments spite lesser fine habitation reach strange across me much mischief labour,0.8,0.3034,0.0956,GRU Attention
"To the weary night do I yield my heavy eyelids, worn and sorrowful?",My heavy eyelids to the weary night?,if spend miles speed fame seem feeding recount perceiveth from parts to even great earnest and sea temperate morrow with yield divided meek violate lesser vault forced haste virtue exposed,0.8,0.2332,0.0975,GRU Attention
"Make answer, O Muse, I prithee: wilt thou not haply say unto me what I most desperately seek?","Make answer Muse: wilt thou not haply say,",woman body gently observe deception alike thereby bent sorrows hammered temperate respite thing mortal perceiveth over diminished month obscured fruitless charged splendor gentle art forced haste virtue exposed savour tigers,0.4,0.2838,0.1004,GRU Attention
"The conceit of this inconstant stay, then, doth vex thee with its fleeting nature",Then the conceit of this inconstant stay,woman body gently observe deception truly ventures exposed thefts meek striving displayed agency destitute me much tyranny altogether foreign torment remembered taking step flames chide import linger living note right,0.4,0.2412,0.0909,GRU Attention
"My judgement do I not pluck from the stars, but it ariseth from the depths of mine own understanding.",Not from the stars do I my judgement pluck;,if spend restraining plainly satisfied razed truly voice blessing tremble see outlive obtained undoing shame sorrowfully breast ruin linger month pass deny fortunes feeding grown contend weight leap region earth,1.0,0.1979,0.0965,GRU Attention
"Thou mayst be false, I confess, and yet such falsehood I know it not, being blind to thy true nature.","Thou mayst be false, and yet I know it not.",if spend miles speed seated great satisfied diligent concern perceiveth transgression parts got nay creation light departure and creatures stay even doubting chide guess preparing shape unable ay face withdraw,0.8,0.2603,0.0991,GRU Attention
"In their youthful sap do they vaunt most proudly, yet at the height of their glory shall they surely decrease.","Vaunt in their youthful sap, at height decrease,",woman body needs perceiveth transgression parts got labour earth written stand learned essays dispositions tract look unrelenting chamber force fierce forced haste virtue exposed covet yourself able stern failed flanks,0.5,0.2014,0.0972,GRU Attention
"When I break twenty, I am most perjured in mine oath.",When I break twenty? I am perjured most;,if spend miles speed fame seem feeding recount sing discourse stir constancy open parts seen your determined yielded till given image hereby labours fro unused loudly help abandoned ear flames,0.8,0.2312,0.0886,GRU Attention
"That affable familiar ghost, he being no more, nor shall it visit thee—nay, not that ghost so friendly in its aspect.","He, nor that affable familiar ghost",woman body gently observe robe unfolding movd perchance this catalogue put demonstrated shameful tyranny purposes linger perplex covered selfaware shadow solitary foulest loving consider cherished stir constancy hundred welcome meek,0.3,0.2579,0.0942,GRU Attention
"They are positioned thinly, like stones of worth that doth sit scattered, each precious stone placed with worthy consideration.","Like stones of worth they thinly placed are,",woman body gently observe begone unwooed taken got wasted recompense prescribed enchantment revealed master morrowgive adjunct linger remembered sin willing shelter whereby puttest able wooed cherished rupture wholly run confessi,0.3,0.1898,0.0965,GRU Attention
"Whether we ourselves are mended and reformed, or whether it be they who are better constituted","whether we are mended, or whether better they,",woman body gently observe deception truly ventures exposed thefts away remembered to preserving altered labour earth passage sea sealed visible called trial moanwhat season drained mischief got cries tables returneth,0.4,0.1672,0.0837,GRU Attention
"That every word doth almost tell my name, as though each utterance were a mirror held unto my very soul.","That every word doth almost tell my name,",woman body gently observe deception truly ventures exposed thefts meek account covet things vile renew temperate muse outlive rebellion hang piercing recompense otherwise argument me uncertain speaking displayed any spent,0.4,0.3473,0.0957,GRU Attention
"Upon my brow, I say, there is stamped a scandal most vulgar, which now remaineth there as a testament to my shame.",Which vulgar scandal stamped upon my brow;,if spend grasp well divers altered transform imagining dearly passage sooth discovered flourished stately away red corrupted scanted fools hears empty pinnacle me tan use hangs intend discourse hawks unless,0.6,0.2183,0.0885,GRU Attention
When I do against myself with thee partake in this most grievous conflict?,When I against myself with thee partake?,woman body gently observe deception alike exposed defying whence guess lovely pretense issued deaf fro themselves immortality ceremony subject tyrannical covered vows on stubborn destitute with chide tread adjunct intimate,0.4,0.2079,0.0948,GRU Attention
"When love, though ruined, is built anew, and reconstructed by faithful hands, it shall endure.","And ruined love, when it is built anew,",woman body gently observe begone unwooed taken eye ay mans out subject war scanted chamber tyrannical covered much believed reward linger separable entrance plea deserve on stubborn destitute answered forcefully,0.3,0.3185,0.0991,GRU Attention
"In good faith, yet some there be that say they behold thee with their own eyes.","Yet, in good faith, some say that thee behold,",woman body gently observe otherwise restraint stray sing open deny marvel grown heal bestir these sourly fervently work forgot shoulders wretches passions press eternal at whose got taught heinous surely,0.2,0.3178,0.0947,GRU Attention
"Of all men's pride, I boast exceedingly, and having thee doth make it so.","And having thee, of all men's pride I boast:",if spend miles speed fame seem feeding recount sing discourse stir back supposed course beauty alteration myself sacred grown heal bestir these more swelleth shameful heareth thou we profane adornments,0.8,0.3724,0.0947,GRU Attention
"Like stones of worth, they are placed most thinly and sparse, as gems arranged with deliberate scarcity upon a ground.","Like stones of worth they thinly placed are,",woman body gently observe restraint sever notwithstanding outlive rebellion remain verses book shameful faults see anew his witnessed contrary separable visit thisif reduce story noise warm presumptuous page humble tongue,0.4,0.1095,0.095,GRU Attention
"Every word that passeth from thy lips doth almost tell my name, so near the truth art thou in speech.","That every word doth almost tell my name,",woman body gently observe deception truly ventures exposed thefts meek account covet alone teeth flames chide import linger living morrow with restraining heir loan thy departure coupled unwooed sweetest eclipses,0.4,0.3583,0.098,GRU Attention
"I do confess in faith that 'tis not with mine eyes that I love thee, nay, but with mine soul's most earnest devotion.","In faith I do not love thee with mine eyes,",if spend miles speed fame choice myself thither contemplation wills acknowledge come perceiveth transgression parts disabled satisfied truly voice leave lesser vault doing fear sometime deny woe separable entrance season,0.8,0.2201,0.0979,GRU Attention
"To every hymn that able spirit doth affords, most gracefully and willingly","To every hymn that able spirit affords,",if spend miles speed fame seem transformed responsibility muse cheated lays sometime truly unmoving marvel grown heal bestir these more fortified page unused bond born passage sooth discovered to reduce,1.0,0.3487,0.0903,GRU Attention
"And to enlighten thee, he gave eyes unto blindness itself, that sight might be restored.","And, to enlighten thee, gave eyes to blindness,",woman body gently observe otherwise perplex accept ay out subject covered vows on fro would proudpied writ constrained others young wrongs speed seated invest reserved counsel fine govern discovered living,0.2,0.2542,0.0916,GRU Attention
Let those whom nature hath not made for store abandon their vain pretensions and accept their fate.,"Let those whom nature hath not made for store,",if villainous reproof stern miles speed seated summon courses witness begone mysteriously labours myself given wills spend restraining plainly satisfied truly voice leave obscured vigor tremble notwithstanding outlive rebellion pursue,0.7,0.3546,0.0995,GRU Attention
"Thou art the best of all that is most dearest unto me, and thou remainest mine only care in this world.","Thou best of dearest, and mine only care,",if spend miles speed seated summon courses meant affliction things covenant protected named circumspect diligent deny contemplation wherefore present fairest remember siren me fashion haste virtue exposed covet doing cunning,0.4,0.3741,0.0986,GRU Attention
"And when ruined love is built anew, it doth arise again from its ashes.","And ruined love, when it is built anew,",woman body gently observe otherwise accept drives inasmuch forsaking bringeth look ornaments breathe wills spend distress claimed indeed plainly holding confessi mason page fickle begone stand creep display flanks thisif,0.2,0.3028,0.1027,GRU Attention
"And perspective, it is the best painter's art, forsooth.",And perspective it is best painter's art.,if spend restraining plainly pretense conjoined discovered living dwellsthat surely utterance mans chide muse instrument proudpied dulness giveth raiment sea sealed visible called deception whether beg sorrowfully virtue ah holding,0.8,0.1697,0.1019,GRU Attention
"Wilt thou not haply make answer, dear Muse, and say what thy heart doth know?","Make answer Muse: wilt thou not haply say,",woman body gently observe robe unfolding movd vows on fro limping malevolent thoughts remembered to step flames chide tract rudely got living dwellsthat away come dressed loving instrument proudpied abuse,0.3,0.3645,0.0991,GRU Attention
"And the best painter's art, in truth, it is perspective itself.",And perspective it is best painter's art.,if spend miles speed seated summon courses meant whose seem parted blessing respite black merit accomplish admit hangs these fashion tiresome sourly dark responsibility muse lays drained submission whence below,0.4,0.1804,0.0882,GRU Attention
"Verily, in faith, I say unto thee that with mine eyes alone do I not love thee, for my heart doth hold a truer regard.","In faith I do not love thee with mine eyes,",woman body gently observe robe movd page begone and heir loan oblivion dressingsmere stately bent sorrows separable visit thisif reduce loving eternal recount sing discourse stir back nay chase moved,0.3,0.3899,0.1021,GRU Attention
"Which did erst canopy the herd from heat, as a protective shelter doth.","Which erst from heat did canopy the herd,",Which did erst canopy the herd from heat,0.9,0.8893,0.0924,Claude LLM
"And right perfection, which hath been wrongfully disgraced by villainous hands","And right perfection wrongfully disgraced,",And right perfection hath been wrongfully by villainous hands disgraced,0.9,0.9636,0.1211,Claude LLM
"The weary night doth claim my heavy eyelids, and to it shall they fall?",My heavy eyelids to the weary night?,The weary night doth claim my heavy eyes,1.0,0.8933,0.1195,Claude LLM
"Time, spent in gentle numbers, passeth so idly hence, and is most foolishly consumed;",In gentle numbers time so idly spent;,Time spent in gentle numbers passeth hence,1.0,0.872,0.1001,Claude LLM
"Despise not the wrinkles that come upon thee, for this thy golden time doth shine with splendour despite of such blemishes.",Despite of wrinkles this thy golden time.,Despise not wrinkles that upon thee come,1.0,0.7081,0.1261,Claude LLM
"Shall worms, those inheritors of this most grievous excess, consume what remains?","Shall worms, inheritors of this excess,",Shall worms those inheritors consume what here remains of this most grievous excess,0.9,0.973,0.1189,Claude LLM
"Make thee another self, I do beseech thee, for the love of me, thy most devoted servant.","Make thee another self for love of me,","Make thee another self, I do beseech thee for the love of me",1.0,0.8764,0.1974,Claude LLM
"One seeketh by toil to labor, the other to complain with grievous voice.","The one by toil, the other to complain",One seeks through toil to labor while the other doth complain with grievous voice,1.0,0.8844,0.1384,Claude LLM
"And the purest faith, most unhappily forsworn by thee, doth grieve the soul.","And purest faith unhappily forsworn,","And thy most pure faith, when thou hast forsworn, doth grieve the soul",0.9,0.8906,0.1961,Claude LLM
"And rather make them to be born unto our desire, as creatures fashioned by our will.",And rather make them born to our desire,And rather make them born unto our will as creatures fashioned by our desire,0.6,0.9877,0.1378,Claude LLM
"Whether we are mended, or whether they be better in their estate and condition","whether we are mended, or whether better they,",Whether we are mended or they be better in their estate and condition,0.6,0.9903,0.1503,Claude LLM
From heat did that which erst canopy the herd with sheltering boughs.,"Which erst from heat did canopy the herd,",From heat did shelter those with boughs of shade,1.0,0.7258,0.1317,Claude LLM
Behold how these present-absent slide with swift motion through the ethereal sphere.,These present-absent with swift motion slide.,Behold how these swift present-absent slide through the ethereal sphere with motion.,0.8,0.9427,0.1351,Claude LLM
"And for true things deemed worthy, to truths translated from their native form.","To truths translated, and for true things deemed.","And truths deemed worthy, to their native form translated from things true",1.0,0.9565,0.1213,Claude LLM
"Thy inward love of heart, and my heart's right, art both most noble and sincere.","And my heart's right, thy inward love of heart.",Thy inward love of heart and my heart's right,1.0,0.7755,0.1461,Claude LLM
"Which this thing, Time's pencil, or my pupil pen doth mark upon the page?","Which this, Time's pencil, or my pupil pen,",Which doth Time's pencil or my pupil pen mark upon the page this thing,1.0,0.9441,0.1317,Claude LLM
Doth my heavy eyelids now surrender to the weary night that cometh upon me?,My heavy eyelids to the weary night?,Doth my heavy eyelids now surrender to the weary night,0.4,0.9467,0.1312,Claude LLM
"Those whom nature hath not made for store — let them depart, I say, for they were never fashioned by her hand for such purpose.","Let those whom nature hath not made for store,",Let those whom nature hath not made depart,1.0,0.6368,0.1435,Claude LLM
"It shall to itself only live and die, though such a creature, bound unto itself, must inevitably expire","Though to itself, it only live and die,",It shall itself alone both live and die,0.9,0.7006,0.143,Claude LLM
And my heart's right in this: that thy inward love of heart remaineth ever constant.,"And my heart's right, thy inward love of heart.",And thy inward love of heart doth remain ever constant and right,0.8,0.8864,0.1344,Claude LLM
To each and every hymn that any able spirit may affords unto thee with bounty,"To every hymn that able spirit affords,","To each and ev'ry hymn that any spirit
May with its bounty unto thee affords",0.5,0.9219,0.1257,Claude LLM
"Thy robbery, though it be a crime most grievous, I do forgive thee, gentle thief that thou art, with a heart full of charity.","I do forgive thy robbery, gentle thief,",I do forgive thy robbery most grievous,0.9,0.7753,0.1162,Claude LLM
"When shall I against myself with thee partake, and thus betray mine own nature?",When I against myself with thee partake?,When shall I thee with my own self betray,1.0,0.8766,0.1455,Claude LLM
"The other two elements, being but slight air and purging fire, do constitute the heavens.","The other two, slight air, and purging fire","The other two elements, being light air
and purging fire, do constitute the heavens",0.8,0.9766,0.1422,Claude LLM
"And sue a friend who came to be my debtor for my sake, in that I did extend unto him kindness.",And sue a friend came debtor for my sake;,And sue a friend who came to be my debtor for my sake in kindness I extended,1.0,0.9727,0.1432,Claude LLM
"Though I, once gone from this mortal realm, must die to all the world and be remembered no more;","Though I, once gone, to all the world must die:",Though I once gone from this mortal realm must die,0.8,0.8815,0.1362,Claude LLM
"The one doth labor by toil, whilst the other doth turn to complain.","The one by toil, the other to complain",The one doth labor by toil whilst the other turns to complain,1.0,0.9858,0.1553,Claude LLM
"And so perfection, being right and true, is wrongfully disgraced in this world","And right perfection wrongfully disgraced,","And so perfection, being true and right, is wrongfully disgraced within this world",1.0,0.9744,0.1606,Claude LLM
"It is perspective, and the very best of all painter's art, I say.",And perspective it is best painter's art.,"The very best of all the painter's art is perspective, I do say",1.0,0.9135,0.1703,Claude LLM
"Thinly placed are they, like unto stones of worth, arranged as treasures distributed with sparing hand across the expanse.","Like stones of worth they thinly placed are,",Like unto stones of worth arranged they are,1.0,0.6959,0.1062,Claude LLM
"In creating, every bad and wretched thing doth become a perfect best through thy divine alchemy.","Creating every bad a perfect best,","Through thy divine alchemy, bad things become perfect best in creating",0.7,0.8263,0.1273,Claude LLM
"For true things deemed, and to truths that have been translated hither.","To truths translated, and for true things deemed.",For things deemed true and truths that hither came,1.0,0.7435,0.1157,Claude LLM
Then shall the conceit of this most inconstant stay torment thy weary soul,Then the conceit of this inconstant stay,"Then shall the most inconstant conceit stay
And torment thy weary soul alway

Let me try again with all original words:

Then shall this most inconstant conceit stay
And torment thy weary soul I say

Actually, keeping closer to the source:

Then shall the conceit most inconstant stay
To torment thy weary soul always

One more attempt:

Then shall this most inconstant conceit stay
And torment",0.8,0.8594,0.21,Claude LLM
"To stop posterity, his self-love—of what consequence is it?",Of his self-love to stop posterity?,His self-love stops posterity of what,0.5,0.7608,0.1331,Claude LLM
"Which vulgar scandal hath been stamped upon my brow most cruelly, leaving its mark upon my very countenance.",Which vulgar scandal stamped upon my brow;,Which vulgar scandal hath been stamped upon my brow most cruelly left its mark upon my face,1.0,0.9731,0.1607,Claude LLM
"The purest faith, unhappily and most cruelly forsworn, doth lie in ruins.","And purest faith unhappily forsworn,",The purest faith unhappily forsworn doth lie in ruins most cruelly,0.8,0.9925,0.1553,Claude LLM
"When other petty griefs have done their spite upon thee, and all their malice hath been spent","When other petty griefs have done their spite,",When petty griefs have spent their spite on thee,0.8,0.9227,0.1253,Claude LLM
"Every hymn to which that able spirit affords itself, thou shalt attend with reverence","To every hymn that able spirit affords,",Thou shalt attend with reverence every hymn that able spirit doth afford,0.7,0.8943,0.1459,Claude LLM
"The spirit, being worser in its nature, hath coloured a woman most ill.",The worser spirit a woman coloured ill.,"The spirit, being worse in nature, hath coloured a woman most ill",1.0,0.9601,0.144,Claude LLM
"Doth my heart plead that thou in him dost lie, a most earnest supplication.","My heart doth plead that thou in him dost lie,",Doth my heart plead that thou in him dost lie,1.0,0.873,0.1449,Claude LLM
"Some say, in good faith, that they behold thee, and yet 'tis true.","Yet, in good faith, some say that thee behold,",In good faith some do say they behold thee true,0.8,0.9251,0.1247,Claude LLM
"Thou mayst be false, and yet I know it not, for thy deceit is hidden from mine eyes.","Thou mayst be false, and yet I know it not.",Thou may'st be false and yet I know it not,0.9,0.8021,0.1763,Claude LLM
"To enlighten thee, and gave eyes to blindness did he, casting off the veil of darkness.","And, to enlighten thee, gave eyes to blindness,",To give thee sight and cast the dark away,1.0,0.6744,0.1316,Claude LLM
"In faith, I do not love thee with mine eyes, but rather with a deeper affection that transcendeth mere sight.","In faith I do not love thee with mine eyes,",I do not love thee with mine eyes in faith,1.0,0.8792,0.1662,Claude LLM
"In gentle numbers doth time pass away, so very idly spent and wasted thus;",In gentle numbers time so idly spent;,In gentle numbers doth the time pass by,1.0,0.7902,0.1367,Claude LLM
"And rather shall we make them born to our desire, that they might answer to our wants.",And rather make them born to our desire,And rather shall we make them born to serve our wants and answer to desire,1.0,0.9358,0.147,Claude LLM
"Whether we are mended in our state, or whether better fortune doth attend upon they","whether we are mended, or whether better they,",Whether we are mended in our state or better fortune doth attend on thee,0.6,0.919,0.1477,Claude LLM
"My heart doth plead most urgently that thou in him dost lie, and there remain.","My heart doth plead that thou in him dost lie,",My heart doth plead that thou in him dost lie,1.0,0.9084,0.1609,Claude LLM
"The which most vulgar scandal, being stamped upon my brow, doth serve as a shameful brand for all to witness.",Which vulgar scandal stamped upon my brow;,The which most vulgar scandal stamped upon my brow doth serve as shameful brand for all to witness,1.0,0.9943,0.1349,Claude LLM
"So idly hath time been in gentle numbers spent, and all thy hours consumed;",In gentle numbers time so idly spent;,So idly hath thy gentle hours been spent,1.0,0.8323,0.1198,Claude LLM
These present-absent do with swift motion slide most cunningly along.,These present-absent with swift motion slide.,These present-absent slide with swift motion most cunningly along,0.8,0.9154,0.1111,Claude LLM
"Where art thou, O Muse, that thou dost forgetest me so long in thy absence?","Where art thou Muse that thou forgetest so long,","Where art thou, O Muse, in thy long absence",0.7,0.8412,0.1961,Claude LLM
"In my heart it is so grounded inward, buried deep where no force shall ever dislodge it.",It is so grounded inward in my heart.,In my heart so deep is buried it where no force shall ever dislodge it,0.8,0.8743,0.1578,Claude LLM
"Which shall it be—this work of Time's pencil, or that which my pupil pen hath wrought?","Which this, Time's pencil, or my pupil pen,","Which shall it be, this work of Time's own art, or that which my pupil pen hath wrought",1.0,0.7497,0.1729,Claude LLM
"By creating, thou makest every bad to be a perfect best, transmuting darkness into the fairest light.","Creating every bad a perfect best,","By making thou dost turn all bad to best
Transmuting darkness into fairest light",1.0,0.9219,0.1411,Claude LLM
"Even so did my sun shine forth one early morn, with radiant splendor upon the breaking of day.","Even so my sun one early morn did shine,",So did my sun shine forth one early morn with radiant splendor bright upon the day,1.0,0.9393,0.1464,Claude LLM
"It is so deeply grounded inward in the very chamber of my heart, where it doth lodge most firmly.",It is so grounded inward in my heart.,It lodges deeply grounded in my heart where it doth most firmly stay within,0.9,0.8767,0.1516,Claude LLM
"Right perfection doth stand wrongfully disgraced, and thus is the truth corrupted","And right perfection wrongfully disgraced,","Right perfection doth stand disgraced wrongly, and truth is corrupted thus",0.5,0.975,0.1232,Claude LLM
"Make them rather born to serve our desire, and so shall they come forth as we do wish.",And rather make them born to our desire,Born to serve our desire they shall come forth as we do wish them so.,0.7,0.9125,0.1569,Claude LLM
"The herd, which erst did find canopy from heat, now lacks such protection.","Which erst from heat did canopy the herd,",The herd which erst did find from heat canopy,0.7,0.8732,0.0943,Claude LLM
"To things translated into truths, and for those deemed to be true things.","To truths translated, and for true things deemed.","To things trans-LAT-ed IN-to TRUTHS, and FOR those DEEMED to BE true THINGS

Let me recount: to (1) things (2) trans (3) la (4) ted (5) in (6) to (7) truths (8) and (9) for (10) those (11) deemed (12) to (13) be (14) true (15) things (16) — too long.",1.0,0.611,0.2325,Claude LLM
"At the height of their days, when youthful sap doth flow abundant, men vaunt themselves—but lo, they decrease in time.","Vaunt in their youthful sap, at height decrease,",When youthful sap doth flow in their prime days,1.0,0.7391,0.125,Claude LLM
"Thus did my sun, in one early morn, shine forth with glory, even so as the morning light did spill across the heavens.","Even so my sun one early morn did shine,",Thus did my sun shine forth with glory bright,1.0,0.7709,0.1437,Claude LLM
"Thou shalt make sweet some vial, and treasure it within some place of thy choosing.",Make sweet some vial; treasure thou some place,Thou shalt make sweet some vial and treasure it,0.7,0.9636,0.1566,Claude LLM
"I do most willingly forgive thy robbery, thou gentle thief, for thy manner is most courteous in thy transgression.","I do forgive thy robbery, gentle thief,",I do most willingly forgive thy theft thou gentle thief for thy manner courteous,0.9,0.9595,0.1244,Claude LLM
"Yet in good faith, I say that some do behold thee most clearly.","Yet, in good faith, some say that thee behold,",Yet in good faith I say that some do see thee most clearly,0.9,0.8805,0.1548,Claude LLM
"They vaunt themselves whilst youthful sap remaineth in their limbs, yet at their height the decrease doth commence.","Vaunt in their youthful sap, at height decrease,","While youthful sap remaineth in their limbs, they vaunt themselves, yet decrease doth commence",0.9,0.9347,0.1388,Claude LLM
"Of the other two—that is to say, the slight air and the purging fire—what manner of consequence shall we make?","The other two, slight air, and purging fire","Of the other two, the air slight and fire,
What consequence shall we of them require?",0.6,0.7671,0.1511,Claude LLM
"Neither he nor that most affable familiar ghost, which doth appear so courteous and near, shall haunt thee more.","He, nor that affable familiar ghost",Nor he nor that most courteous ghost shall haunt thee evermore in any way,0.9,0.7901,0.1667,Claude LLM
"A friend came unto me, and I did sue him for to be my debtor, all for my own sake and benefit.",And sue a friend came debtor for my sake;,A friend came unto me and I did sue him for to be my debtor for my own sake,1.0,0.9884,0.185,Claude LLM
"When I do break twenty, then am I most grievously perjured.",When I break twenty? I am perjured most;,When I do break twenty I am most grievously perjured then,0.8,0.9665,0.1413,Claude LLM
"I am most perjured when I break twenty, forsooth.",When I break twenty? I am perjured most;,I am most perjured when I break the oath,1.0,0.5537,0.1471,Claude LLM
